id,player_class,type,name,set,text,cost,attack,health,rarity,collectible,flavor,mechanics,dust,play_requirements,race,how_to_earn,how_to_earn_golden,targeting_arrow_text,faction,durability,entourage
OG_179,HUNTER,MINION,Fiery Bat,OG,Deathrattle: Deal 1 damage to a random enemy.,1,2,1,COMMON,True,He'll always be our first.,['DEATHRATTLE'],"[40, 400, 5, 50]",,BEAST,,,,,,
TB_KaraPortal_002,NEUTRAL,SPELL,Call Mediva,TB,Summon a random Mediva,2,,,FREE,,,,,{'REQ_MINION_TARGET': 0},,,,,,,
NAX11_01,NEUTRAL,HERO,Grobbulus,NAXX,,,,30,,,,,,,,,,,,,
EX1_298,NEUTRAL,MINION,Ragnaros the Firelord,EXPERT1,"Can't attack. At the end of your turn, deal 8 damage to a random enemy.",8,8,8,LEGENDARY,True,"Ragnaros was summoned by the Dark Iron dwarves, who were eventually enslaved by the Firelord.  Summoning Ragnaros often doesn�t work out the way you want it to.",['CANT_ATTACK'],"[1600, 3200, 400, 1600]",,,,,,,,
TB_ClassRandom_Paladin,PALADIN,SPELL,Second Class: Paladin,TB,Add Paladin cards to your deck.,0,,,,,,,,,,,,,,,
XXX_110,NEUTRAL,MINION,Yogg-Saron Test (Auto),CHEAT,Battlecry: Cast 30 random spells <i>(targets chosen randomly)</i>.,0,7,5,LEGENDARY,,,['BATTLECRY'],,,,,,,,,
CS2_101,PALADIN,HERO_POWER,Reinforce,CORE,"Hero Power
Summon a 1/1 Silver Hand Recruit.",2,,,FREE,,,,,{'REQ_NUM_MINION_SLOTS': 1},,,,,,,
BRM_024e,NEUTRAL,ENCHANTMENT,Large Talons,BRM,+3/+3.,,,,,,,,,,,,,,,,
NAX4_01H,MAGE,HERO,Noth the Plaguebringer,NAXX,,,,45,,,,,,,,,,,,,
NAX12_04e,NEUTRAL,ENCHANTMENT,Enrage,NAXX,+6 Attack this turn.,,,,,,,['TAG_ONE_TURN_EFFECT'],,,,,,,,,
TB_GP_01e_copy1,NEUTRAL,ENCHANTMENT,Shadow Tower Give My minions Stealth,TB,"Can't Attack.
Stealth.",,,,,,,['CANT_ATTACK'],,,,,,,,,
TB_DecreasingCardCostDebug,NEUTRAL,SPELL,TBDecreasingCardCostDebug,TB,,0,,,,,,,,,,,,,,,
BRMA15_4,NEUTRAL,MINION,Aberration,BRM,Charge,1,1,1,,,,['CHARGE'],,,,,,,,,
NAX2_05,NEUTRAL,MINION,Worshipper,NAXX,Your hero has +1 Attack on your turn.,3,1,4,,,,"['AURA', 'InvisibleDeathrattle']",,,,,,,,,
KAR_096,NEUTRAL,MINION,Prince Malchezaar,KARA,"[x]When the game starts,
add 5 extra Legendary
minions to your deck.",5,5,6,LEGENDARY,True,He was super excited to acquire Gorehowl at a garage sale!� Then super disappointed to find out it was a foam reproduction.,,,,DEMON,"Unlocked in the Spire, in One Night in Karazhan.","Crafting unlocked in the Spire, in One Night in Karazhan.",,,,
BRMA12_7H,NEUTRAL,SPELL,Brood Affliction: Bronze,BRM,"While this is in your hand, Chromaggus' minions cost (3) less.",3,,,,,,['EVIL_GLOW'],,,,,,,,,
EX1_363e2,PALADIN,ENCHANTMENT,Blessing of Wisdom,EXPERT1,"When this minion attacks, the enemy player draws a card.",,,,,,,,,,,,,,,,
LOEA15_1H,NEUTRAL,HERO,Rafaam,LOE,,,,30,,,,,,,,,,,,,
EX1_023,NEUTRAL,MINION,Silvermoon Guardian,EXPERT1,Divine Shield,4,3,3,COMMON,True,"The first time they tried to guard Silvermoon against the scourge, it didn�t go so well�",['DIVINE_SHIELD'],"[40, 400, 5, 50]",,,,,,HORDE,,
AT_063t,HUNTER,MINION,Dreadscale,TGT,"At the end of your turn, deal 1 damage to all other minions.",3,4,2,LEGENDARY,True,Let's be clear about this:  ACIDMAW is the sidekick.,,"[1600, 3200, 400, 1600]",,BEAST,,,,,,
CS2_034_H2,MAGE,HERO_POWER,Fireblast,HERO_SKINS,"Hero Power
Deal $1 damage.",2,,,FREE,,,,,{'REQ_TARGET_TO_PLAY': 0},,,,Deal 1 damage.,,,
OG_027,SHAMAN,SPELL,Evolve,OG,Transform your minions into random minions that cost (1) more.,1,,,RARE,True,"So you say you want an evolution. Well, you know. We all want to change the board.",,"[100, 800, 20, 100]",,,,,,,,
EX1_302,WARLOCK,SPELL,Mortal Coil,CORE,"Deal $1 damage to a minion. If that kills it, draw a card.",1,,,COMMON,True,"If your spells look like horrifying skulls, let's be honest, you should get to draw some cards.",,,"{'REQ_TARGET_TO_PLAY': 0, 'REQ_MINION_TARGET': 0}",,Unlocked at Level 4.,Unlocked at Level 43.,,,,
EX1_164a,DRUID,SPELL,Nourish,EXPERT1,Gain 2 Mana Crystals.,0,,,,,,,,,,,,,,,
NAX1h_04,NEUTRAL,HERO_POWER,Skitter,NAXX,"Hero Power
Summon a 4/4 Nerubian.",2,,,,,,,,,,,,,,,
PlaceholderCard,MAGE,MINION,Placeholder Card,NONE,Battlecry: Someone remembers to publish this card.,9,6,8,EPIC,,,,,,,,,,,,
EX1_241,SHAMAN,SPELL,Lava Burst,EXPERT1,Deal $5 damage. Overload: (2),3,,,RARE,True,It's like an ocean of liquid magma in your mouth!,,"[100, 800, 20, 100]",{'REQ_TARGET_TO_PLAY': 0},,,,,,,
NAX11_01H,NEUTRAL,HERO,Grobbulus,NAXX,,,,45,,,,,,,,,,,,,
XXX_109,NEUTRAL,MINION,Illidan Stormrage Cheat,CHEAT,"Whenever you play a card, deal 1 damage to all minions.",0,7,5,COMMON,,,,,,DEMON,,,,,,
TU4c_007,NEUTRAL,MINION,Mukla's Big Brother,MISSIONS,So strong! And only 6 Mana?!,6,10,10,COMMON,,,,,,,,,,,,
EX1_238,SHAMAN,SPELL,Lightning Bolt,EXPERT1,Deal $3 damage. Overload: (1),1,,,COMMON,True,Lightning Bolt! Lightning Bolt! Lightning Bolt!,,"[40, 400, 5, 50]",{'REQ_TARGET_TO_PLAY': 0},,,,,,,
CS2_101t,PALADIN,MINION,Silver Hand Recruit,CORE,,1,1,1,FREE,,,,,,,,,,,,
EX1_301,WARLOCK,MINION,Felguard,EXPERT1,Taunt. Battlecry: Destroy one of your Mana Crystals.,3,3,5,RARE,True,"Yes, he'll fight for you.  BUT HE'S NOT GOING TO LIKE IT.","['BATTLECRY', 'TAUNT']","[100, 800, 20, 100]",,DEMON,,,,,,
BRMA04_4,NEUTRAL,SPELL,Rock Out,BRM,Summon 3 Firesworn. Overload: (2),3,,,,,,,,,,,,,,,
CS2_032,MAGE,SPELL,Flamestrike,CORE,Deal $4 damage to all enemy minions.,7,,,COMMON,True,"When the ground is on fire, you should <i>not</i> stop, drop, and roll.",,,,,Unlocked at Level 10.,Unlocked at Level 51.,,,,
XXX_013,NEUTRAL,SPELL,Discard,CHEAT,Choose a hero.  That hero's controller discards his hand.,0,,,COMMON,,,,,"{'REQ_TARGET_TO_PLAY': 0, 'REQ_HERO_TARGET': 0}",,,,,,,
NAX4_04H,NEUTRAL,HERO_POWER,Raise Dead,NAXX,"Passive Hero Power
Whenever an enemy dies, raise a 5/5 Skeleton.",0,,,,,,,,,,,,,,,
AT_008,MAGE,MINION,Coldarra Drake,TGT,You can use your Hero Power any number of times.,6,6,6,EPIC,True,"The Grand Tournament has a ""No dragons allowed"" policy, but it's rarely enforced.",,"[400, 1600, 100, 400]",,DRAGON,,,,,,
LOE_010,ROGUE,MINION,Pit Snake,LOE,Destroy any minion damaged by this minion.,1,2,1,COMMON,True,It could be worse.  It could be a Snake Pit.,['POISONOUS'],,,BEAST,"Unlocked in The Ruined City, in the League of Explorers adventure.","Crafting unlocked in The Ruined City, in the League of Explorers adventure.",,,,
NAX15_01H,NEUTRAL,HERO,Kel'Thuzad,NAXX,,,,45,,,,,,,,,,,,,
NAX4_05,NEUTRAL,SPELL,Plague,NAXX,Destroy all non-Skeleton minions.,6,,,,,,,,,,,,,,,
EX1_534t,HUNTER,MINION,Hyena,EXPERT1,,2,2,2,RARE,,,,"[100, 800, 20, 100]",,BEAST,,,,,,
BRMA02_2H,NEUTRAL,HERO_POWER,Jeering Crowd,BRM,"Hero Power
Summon a 1/1 Spectator with Taunt.",0,,,,,,,,{'REQ_NUM_MINION_SLOTS': 1},,,,,,,
OG_149,WARRIOR,MINION,Ravaging Ghoul,OG,Battlecry: Deal 1 damage to all other minions.,3,3,3,COMMON,True,"But goes by ""Ravishing Ghoul"" when he hits the club.",['BATTLECRY'],"[40, 400, 5, 50]",,,,,,,,
TB_CoOpv3_Boss,NEUTRAL,MINION,Nefarian,TB,"Can't be targeted by spells.
Boss: Nefarian wins if he defeats either of you!",10,0,200,LEGENDARY,,,"['TAUNT', 'InvisibleDeathrattle']",,,DRAGON,,,,,,
BRMA12_3H,NEUTRAL,SPELL,Brood Affliction: Red,BRM,"While this is in your hand, take 3 damage at the start of your turn.",3,,,,,,"['EVIL_GLOW', 'ImmuneToSpellpower']",,,,,,,,,
EX1_165b,DRUID,SPELL,Bear Form,EXPERT1,+2 Health and Taunt.,0,,,COMMON,,,,"[40, 400, 5, 50]",,,,,,,,
GAME_005e,NEUTRAL,ENCHANTMENT,The Coin,CORE,,,,,,,,,,,,,,,,,
GVG_076a,NEUTRAL,ENCHANTMENT,Pistons,GVG,Increased Attack.,,,,,,,,,,,,,,,,
FP1_014,NEUTRAL,MINION,Stalagg,NAXX,"Deathrattle: If Feugen also died this game, summon Thaddius.",5,7,4,LEGENDARY,True,"Stalagg want to write own flavor text.  ""STALAGG AWESOME!""",['DEATHRATTLE'],,,,"Unlocked in The Construct Quarter, in the Naxxramas adventure.","Crafting unlocked in The Construct Quarter, in the Naxxramas adventure.",,,,
LOEA09_3,NEUTRAL,HERO_POWER,Getting Hungry,LOE,"Hero Power
Summon a Hungry Naga.",0,,,,,,['AI_MUST_PLAY'],,,,,,,,,
BRMA04_4H,NEUTRAL,SPELL,Rock Out,BRM,Summon 3 Firesworn. Overload: (2),3,,,,,,,,,,,,,,,
AT_132_SHAMANd,SHAMAN,MINION,Wrath of Air Totem,TGT,Spell Damage +1,0,0,2,,,,,,,,,,,,,
LOEA01_12h,NEUTRAL,MINION,Tol'vir Hoplite,LOE,Deathrattle: Deal 5 damage to both heroes.,3,5,5,,,,['DEATHRATTLE'],,,,,,,,,
TB_PickYourFate_6_2nd,NEUTRAL,SPELL,Dire Fate: Unstable Portals,TB,Place 3 Unstable Portals in each player's hand.,0,,,,,,,,,,,,,,,
DS1_188e,HUNTER,ENCHANTMENT,Gladiator's Longbow enchantment,EXPERT1,,,,,,,,,,,,,,,,,
EX1_393e,NEUTRAL,ENCHANTMENT,Enraged,EXPERT1,+3 Attack.,,,,,,,['ENRAGED'],,,,,,,,,
CS2_022e,MAGE,ENCHANTMENT,Polymorph,CORE,This minion has been transformed into a 1/1 Sheep.,,,,COMMON,,,['MORPH'],,,,,,,,,
BRMA02_2_2c_TB,NEUTRAL,SPELL,Jeering Crowd,TB,Summon a 1/1 Spectator with Taunt.,0,,,,,,,,,,,,,,,
EX1_559,MAGE,MINION,Archmage Antonidas,EXPERT1,"Whenever you cast a spell, add a 'Fireball' spell to your hand.",7,5,7,LEGENDARY,True,"Antonidas was the Grand Magus of the Kirin Tor, and Jaina's mentor.  This was a big step up from being Grand Magus of Jelly Donuts.",,"[1600, 3200, 400, 1600]",,,,,,,,
KAR_011,NEUTRAL,MINION,Pompous Thespian,KARA,Taunt,2,3,2,COMMON,True,"Alas poor Annoy-o-Tron! A fellow of infinite jest, of most excellent fancy!",['TAUNT'],,,,"Unlocked in the Opera, in One Night in Karazhan.","Crafting unlocked in the Opera, in One Night in Karazhan.",,,,
LOEA10_3,NEUTRAL,MINION,Murloc Tinyfin,LOE,,0,1,1,COMMON,True,"High mortality rate, from often being hugged to death.",,,,MURLOC,"Unlocked in The Ruined City, in the League of Explorers adventure.","Crafting unlocked in The Ruined City, in the League of Explorers adventure.",,,,
BRMA14_10H_TB,NEUTRAL,HERO_POWER,Activate!,TB,"Hero Power
Activate a random Tron.",2,,,,,,,,{'REQ_NUM_MINION_SLOTS': 1},,,,,,,"['BRMA14_3', 'BRMA14_5', 'BRMA14_7', 'BRMA14_9']"
BRMA03_1H,NEUTRAL,HERO,Emperor Thaurissan,BRM,,,,30,,,,,,,,,,,,,
KAR_A02_09,NEUTRAL,SPELL,Set the Table,KARA,Give your Plates +1/+1.,4,,,,,,,,,,,,,,,
TB_CoOpv3_009e,NEUTRAL,ENCHANTMENT,Going Nova,TB,It's about to blow!,,,,,,,['TAUNT'],,,,,,,,,
EX1_tk31,PRIEST,ENCHANTMENT,Mind Controlling,EXPERT1,,,,,COMMON,,,,,,,,,,,,
GVG_112,NEUTRAL,MINION,Mogor the Ogre,GVG,All minions have a 50% chance to attack the wrong enemy.,6,7,6,LEGENDARY,True,Mogor helped reopen the Dark Portal once. You know you're in trouble when you have to rely on an ogre.,,"[1600, 3200, 400, 1600]",,,,,,,,
TB_PickYourFate_10_Ench,NEUTRAL,ENCHANTMENT,Fate,TB,,,,,,,,,,,,,,,,,
CS2_197,NEUTRAL,MINION,Ogre Magi,CORE,Spell Damage +1,4,4,4,COMMON,True,Training Ogres in the art of spellcasting is a questionable decision.,,,,,,Unlocked at Warlock Level 55.,,,,
FP1_022,WARLOCK,MINION,Voidcaller,NAXX,Deathrattle: Put a random Demon from your hand into the battlefield.,4,3,4,COMMON,True,"""Void!  Here, void!  Here, buddy!""",['DEATHRATTLE'],,,DEMON,"Unlocked in The Military Quarter, in the Naxxramas adventure.","Crafting unlocked in The Military Quarter, in the Naxxramas adventure.",,,,
LOEA13_2,NEUTRAL,HERO_POWER,Ancient Power,LOE,"Hero Power
Give each player a random card. It costs (0).",0,,,,,,['AI_MUST_PLAY'],,,,,,,,,
CS2_118,NEUTRAL,MINION,Magma Rager,CORE,,3,5,1,FREE,True,"He likes to think he is powerful, but pretty much anyone can solo Molten Core now.",,,,,,Unlocked at Shaman Level 51.,,,,
LOEA15_2,NEUTRAL,HERO_POWER,Unstable Portal,LOE,"Hero Power
Add a random minion to your hand. It costs (3) less.",2,,,,,,,,,,,,,,,
AT_045e,NEUTRAL,ENCHANTMENT,Empowering Mist,TGT,+1/+1.,,,,,,,,,,,,,,,,
NAX7_04,NEUTRAL,WEAPON,Massive Runeblade,NAXX,Deals double damage to heroes.,3,5,,,,,,,,,,,,,2,
EX1_354,PALADIN,SPELL,Lay on Hands,EXPERT1,Restore #8 Health. Draw 3 cards.,8,,,EPIC,True,A grammatically awkward life saver.,,"[400, 1600, 100, 400]",{'REQ_TARGET_TO_PLAY': 0},,,,,,,
CS2_121,NEUTRAL,MINION,Frostwolf Grunt,CORE,Taunt,2,2,2,COMMON,True,Grunting is what his father did and his father before that.   It's more than just a job.,['TAUNT'],,,,,Unlocked at Shaman Level 57.,,,,
TU4e_001,HUNTER,HERO,Illidan Stormrage,MISSIONS,,,,30,,,,,,,,,,,,,
EX1_582,NEUTRAL,MINION,Dalaran Mage,CORE,Spell Damage +1,3,1,4,COMMON,True,You don't see a lot of Dalaran warriors.,,,,,,Unlocked at Mage Level 59.,,,,
AT_131,NEUTRAL,MINION,Eydis Darkbane,TGT,"Whenever you target this minion with a spell, deal 3 damage to a random enemy.",3,3,4,LEGENDARY,True,"HATES being called ""the wonder twins"".",,"[1600, 3200, 400, 1600]",,,,,,,,
LOEA16_20e,NEUTRAL,ENCHANTMENT,Blessed,LOE, Immune this turn.,,,,,,,['TAG_ONE_TURN_EFFECT'],,,,,,,,,
CS2_033,MAGE,MINION,Water Elemental,CORE,Freeze any character damaged by this minion.,4,3,6,COMMON,True,Don't summon a water elemental at a party.  It'll dampen the mood.,['FREEZE'],,,,Unlocked at Level 8.,Unlocked at Level 49.,,,,
EX1_279,MAGE,SPELL,Pyroblast,EXPERT1,Deal $10 damage.,10,,,EPIC,True,Take the time for an evil laugh after you draw this card.,,"[400, 1600, 100, 400]",{'REQ_TARGET_TO_PLAY': 0},,,,,,,
NAX8_02H_TB,NEUTRAL,HERO_POWER,Harvest,TB,"Hero Power
Draw a card. Gain a Mana Crystal.",2,,,,,,,,,,,,,,,
KARA_06_02heroic,NEUTRAL,HERO,Julianne,KARA,,,,15,,,,,,,,,,,,,
EX1_411e,WARRIOR,ENCHANTMENT,Bloodrage,EXPERT1,No durability loss.,,,,,,,,,,,,,,,,
AT_015,PRIEST,SPELL,Convert,TGT,Put a copy of an enemy minion into your hand.,2,,,RARE,True,"""Are you interested in... HEALTH benefits?!""",,"[100, 800, 20, 100]","{'REQ_ENEMY_TARGET': 0, 'REQ_TARGET_TO_PLAY': 0, 'REQ_MINION_TARGET': 0}",,,,,,,
KARA_04_01,NEUTRAL,MINION,Dorothee,KARA,Minions to the left have Charge. Minions to the right have Taunt.,4,0,10,,,,,,,,,,,,,
NAX12_01H,NEUTRAL,HERO,Gluth,NAXX,,,,45,,,,,,,,,,,,,
KAR_A10_06,NEUTRAL,MINION,Black Bishop,KARA,Auto-Attack: Restore 2 Health to adjacent minions.,3,0,6,,,,['AUTOATTACK'],,,,,,,,,
NEW1_021,NEUTRAL,MINION,Doomsayer,EXPERT1,"At the start of your turn, destroy ALL minions.",2,0,7,EPIC,True,He's almost been right so many times. He was <i>sure</i> it was coming during the Cataclysm.,,"[400, 1600, 100, 400]",,,,,,,,
XXX_115e,NEUTRAL,ENCHANTMENT,Destroy Played Card Enchantment,CHEAT,"Whenever a player summons a minion, destroy it.",,,,COMMON,,,,,,,,,,,,
OG_207,MAGE,MINION,Faceless Summoner,OG,Battlecry: Summon a random 3-Cost minion.,6,5,5,COMMON,True,They never get the recognition they deserve.,['BATTLECRY'],"[40, 400, 5, 50]",,,,,,,,
GVG_034,DRUID,MINION,Mech-Bear-Cat,GVG,"Whenever this minion takes damage, add a Spare Part card to your hand.",6,7,6,RARE,True,Crushes buildings with his BEAR hands. ,,"[100, 800, 20, 100]",,MECHANICAL,,,,,,"['PART_007', 'PART_006', 'PART_005', 'PART_001', 'PART_003', 'PART_002', 'PART_004']"
OG_323,NEUTRAL,MINION,Polluted Hoarder,OG,Deathrattle: Draw a card.,4,4,2,COMMON,True,Roll �greed� OR THIS COULD HAPPEN TO YOU.,['DEATHRATTLE'],"[40, 400, 5, 50]",,,,,,,,
XXX_006,NEUTRAL,SPELL,Break Weapon,CHEAT,Destroy a hero's weapon.,0,,,COMMON,,,,,"{'REQ_TARGET_TO_PLAY': 0, 'REQ_HERO_TARGET': 0}",,,,,,,
LOEA07_03h,NEUTRAL,HERO_POWER,Flee the Mine!,LOE,Escape the Troggs!,0,,,,,,['AI_MUST_PLAY'],,,,,,,,,
TB_SPT_Minion2e,NEUTRAL,ENCHANTMENT,Emboldened,TB,Standard Bearer is granting +2 Attack to this minion.,,,,,,,,,,,,,,,,
KARA_13_03H,WARRIOR,MINION,Orc Warrior,KARA,Charge,2,3,3,,,,['CHARGE'],,,,,,,,,
GVG_053,WARRIOR,MINION,Shieldmaiden,GVG,Battlecry: Gain 5 Armor.,6,5,5,RARE,True,She has three shieldbearers in her party to supply her with back ups when she gets low on durability.,['BATTLECRY'],"[100, 800, 20, 100]",,,,,,,,
XXX_051,NEUTRAL,SPELL,Make Immune,CHEAT,Permanently make a character Immune.,0,,,COMMON,,,,,{'REQ_TARGET_TO_PLAY': 0},,,,,,,
tt_010a,MAGE,MINION,Spellbender,EXPERT1,,1,1,3,EPIC,,,,"[400, 1600, 100, 400]",,,,,,,,
LOE_007,WARLOCK,SPELL,Curse of Rafaam,LOE,"Give your opponent a 'Cursed!' card.
While they hold it, they take 2 damage on their turn.",2,,,COMMON,True,This is what happens when Rafaam stubs his toe unexpectedly.,,,,,"Unlocked in the Hall of Explorers, in the League of Explorers adventure.","Crafting unlocked in the Hall of Explorers, in the League of Explorers adventure.",,,,
AT_119e,NEUTRAL,ENCHANTMENT,Inspired,TGT,Increased stats.,,,,,,,,,,,,,,,,
LOEA09_4H,NEUTRAL,WEAPON,Rare Spear,LOE,"Whenever your opponent plays a Rare card, gain +1/+1.",1,1,,,,,,,,,,,,,2,
KAR_A10_01,NEUTRAL,MINION,Black Pawn,KARA,Auto-Attack: Deal 1 damage to the enemies opposite this minion.,1,1,6,,,,['AUTOATTACK'],,,,,,,,,
CS2_038,SHAMAN,SPELL,Ancestral Spirit,EXPERT1,"Give a minion ""Deathrattle: Resummon this minion.""",2,,,RARE,True,It was just a flesh wound.,,"[100, 800, 20, 100]","{'REQ_TARGET_TO_PLAY': 0, 'REQ_MINION_TARGET': 0}",,,,,,,
NAX8_01,NEUTRAL,HERO,Gothik the Harvester,NAXX,,,,30,,,,,,,,,,,,,
FP1_020e,PALADIN,ENCHANTMENT,Vengeance,NAXX,+3/+2.,,,,,,,,,,,,,,,,
GAME_003,NEUTRAL,ENCHANTMENT,Coin's Vengeance,CORE,Going second makes your first minion stronger.,,,,,,,,,,,,,,,,
BRM_014e,HUNTER,ENCHANTMENT,Power Rager,BRM,+3/+3,,,,,,,,,,,,,,,,
TB_CoOpv3_012,NEUTRAL,SPELL,Immolate,TB,Deal 4 damage to each hero.,0,,,,,,,,,,,,,,,
EX1_595,NEUTRAL,MINION,Cult Master,EXPERT1,"Whenever one of your other minions dies, draw a card.",4,4,2,COMMON,True,"She may be an evil cult master, but she still calls her parents once a week.",,"[40, 400, 5, 50]",,,,,,,,
KAR_006,HUNTER,MINION,Cloaked Huntress,KARA,Your Secrets cost (0).,3,3,4,COMMON,True,She's practically GIVING your secrets away!,,,,,"Unlocked in the Parlor, in One Night in Karazhan.","Crafting unlocked in the Parlor, in One Night in Karazhan.",,,,
BRM_031,NEUTRAL,MINION,Chromaggus,BRM,"Whenever you draw a card, put another copy into your hand.",8,6,8,LEGENDARY,True,"Left head and right head can never agree about what to eat for dinner, so they always end up just eating ramen again.",,,,DRAGON,"Unlocked in Blackwing Lair, in the Blackrock Mountain adventure.","Crafting unlocked in Blackwing Lair, in the Blackrock Mountain adventure.",,,,
DREAM_01,DREAM,MINION,Laughing Sister,EXPERT1,Can't be targeted by spells or Hero Powers.,3,3,5,,,,"['CANT_BE_TARGETED_BY_SPELLS', 'CANT_BE_TARGETED_BY_HERO_POWERS']",,,,,,,,,
EX1_155,DRUID,SPELL,Mark of Nature,EXPERT1,Choose One - Give a minion +4 Attack,,3,,,COMMON,True,"Druids call it the ""Mark of Nature.""  Everyone else calls it ""needing a bath.""",['CHOOSE_ONE'],"[40, 400, 5, 50]","{'REQ_TARGET_TO_PLAY': 0, 'REQ_MINION_TARGET': 0}",,,,,,
LOEA15_2H,NEUTRAL,HERO_POWER,Unstable Portal,LOE,"Hero Power
Add a random minion to your hand. It costs (3) less.",0,,,,,,['AI_MUST_PLAY'],,,,,,,,,
FP1_020,PALADIN,SPELL,Avenge,NAXX,"Secret: When one of your minions dies, give a random friendly minion +3/+2.",1,,,COMMON,True,"Several paladins have joined together to deliver justice under the name ""Justice Force"".  Their lawyer talked them out of calling themselves the Justice League.",['SECRET'],,,,"Unlocked in Frostwyrm Lair, in the Naxxramas adventure.","Crafting unlocked in Frostwyrm Lair, in the Naxxramas adventure.",,,,
KAR_A10_33,NEUTRAL,HERO_POWER,Cheat,KARA,"Hero Power
Destroy the left-most enemy minion.",2,,,,,,,,{'REQ_MINIMUM_ENEMY_MINIONS': 1},,,,,,,
XXX_015,NEUTRAL,SPELL,Crash,CHEAT,Crash the game.,0,,,COMMON,,,,,,,,,,,,
BRMA17_5H,NEUTRAL,HERO_POWER,Bone Minions,BRM,"Hero Power
Summon two 4/2 Bone Constructs.",2,,,,,,,,{'REQ_NUM_MINION_SLOTS': 1},,,,,,,
TB_PickYourFate_2nd,NEUTRAL,ENCHANTMENT,Pick Your Fate Randon 2nd,TB,,,,,,,,,,,,,,,,,"['TB_PickYourFate_1', 'TB_PickYourFate_4', 'TB_PickYourFate_7_2nd', 'TB_PickYourFate_3', 'TB_PickYourFate_6_2nd', 'TB_PickYourFate_11rand']"
XXX_095,NEUTRAL,MINION,AI Buddy - All Charge!,CHEAT,Spawn into play to give all minions Charge.,0,1,1,,,,,,,,,,,,,
BRM_027,NEUTRAL,MINION,Majordomo Executus,BRM,"Deathrattle: Replace your hero with Ragnaros, the Firelord.",9,9,7,LEGENDARY,True,"You thought Executus turned you into Ragnaros, but really Ragnaros was in you the whole time.",['DEATHRATTLE'],,,,"Unlocked in Molten Core, in the Blackrock Mountain adventure.","Crafting unlocked in Molten Core, in the Blackrock Mountain adventure.",,,,
TB_Coopv3_104,NEUTRAL,MINION,Main Tank,TB,"Battlecry: Give all other minions +2/+2, except the Boss.",4,4,4,,,,['BATTLECRY'],,,,,,,,,
BRMA09_3Ht,NEUTRAL,MINION,Old Horde Orc,BRM,Taunt,1,2,2,,,,['TAUNT'],,,,,,,,,
AT_054,SHAMAN,MINION,The Mistcaller,TGT,Battlecry: Give all minions in your hand and deck +1/+1.,6,4,4,LEGENDARY,True,"Calling the mist doesn't sound all that great.  ""Ooooh, it is slightly damp now!""",['BATTLECRY'],"[1600, 3200, 400, 1600]",,,,,,,,
NAX1h_03,NEUTRAL,MINION,Nerubian,NAXX,,2,4,4,,,,,,,,,,,,,
NAX14_01H,NEUTRAL,HERO,Sapphiron,NAXX,,,,45,,,,,,,,,,,,,
OG_291,ROGUE,MINION,Shadowcaster,OG,Battlecry: Choose a friendly minion. Add a 1/1 copy     to your hand that costs (1).,5,4,4,EPIC,True,"I mean, it's not creepy if you ASK before you steal their shadow to make a small replica of them to keep on your shelf.",['BATTLECRY'],"[400, 1600, 100, 400]","{'REQ_FRIENDLY_TARGET': 0, 'REQ_TARGET_IF_AVAILABLE': 0, 'REQ_MINION_TARGET': 0}",,,,,,,
NEW1_018e,NEUTRAL,ENCHANTMENT,Treasure Crazed,EXPERT1,Increased Attack.,,,,,,,,,,,,,,,,
FP1_012,NEUTRAL,MINION,Sludge Belcher,NAXX,"Taunt
Deathrattle: Summon a 1/2 Slime with Taunt.",5,3,5,RARE,True,DO NOT GIVE HIM A ROOT BEER.,"['DEATHRATTLE', 'TAUNT']",,,,"Unlocked in The Plague Quarter, in the Naxxramas adventure.","Crafting unlocked in The Plague Quarter, in the Naxxramas adventure.",,,,
OG_031,SHAMAN,WEAPON,Hammer of Twilight,OG,Deathrattle: Summon a 4/2 Elemental.,5,4,,EPIC,True,Stop! It's Twilight Hammer time.,['DEATHRATTLE'],"[400, 1600, 100, 400]",,,,,,,2,
GVG_079,NEUTRAL,MINION,Force-Tank MAX,GVG,Divine Shield,8,7,7,COMMON,True,"There is a factory in Tanaris for crafting force-tanks, but it only ever made two, because of cost overruns.",['DIVINE_SHIELD'],"[40, 400, 5, 50]",,MECHANICAL,,,,,,
LOE_119,MAGE,MINION,Animated Armor,LOE,Your hero can only take 1 damage at a time.,4,4,4,RARE,True,"Try putting it on.  Wait, let me get my camera.",,,,,"Unlocked in the Hall of Explorers, in the League of Explorers adventure.","Crafting unlocked in the Hall of Explorers, in the League of Explorers adventure.",,,,
OG_153,NEUTRAL,MINION,Bog Creeper,OG,Taunt,7,6,8,COMMON,True,"He's tried other things, but bog sidling, bog ambling, and bog trundling just aren't as effective as bog creeping.",['TAUNT'],"[40, 400, 5, 50]",,,,,,,,
GVG_014,PRIEST,MINION,Vol'jin,GVG,Battlecry: Swap Health with another minion.,5,6,2,LEGENDARY,True,"Vol'jin is a shadow hunter, which is like a shadow priest except more voodoo.",['BATTLECRY'],"[1600, 3200, 400, 1600]","{'REQ_TARGET_IF_AVAILABLE': 0, 'REQ_MINION_TARGET': 0}",,,,Swap Health.,,,
TB_Murgstone_001,NEUTRAL,SPELL,Quest Coin,TB,Gain an empty Mana Crystal. Can only play one of these per turn.,0,,,FREE,,,,,,,,,,,,
